bn:00015267n	dog
bn:00053662n	mass
bn:00048027n	jargon
bn:00006195n	humanistic_discipline
bn:00966961n	Chain_of_events
bn:00010224n	bibliography
bn:00003924n	ancient_history
bn:00022145n	modern_times
bn:00044259n	historical_document
bn:00064880n	protohistory
bn:00180197n	History_of_Eurasia
bn:00005942n	art_history
bn:00009449n	fine_arts
bn:00018916n	chronology
bn:00019576n	classicism
bn:00030864n	English
bn:00014138n	occupation
bn:00046516n	person
bn:00145915n	implicit_cognition
bn:00072536n	social_group
bn:00072539n	social_organization
bn:01534329n	Chronotope
bn:12731303n	individual
bn:00024486n	curio
bn:00017452n	chachka
bn:00012059n	book
bn:00020497n	coin
bn:00048886n	keepsake
bn:00013046n	bric-a-brac
bn:00020638n	collector's_item
bn:00044576n	homo
bn:00052888n	planet
bn:00163710n	Umwelt
bn:03086073n	International
bn:02826910n	Four_Seas
bn:03320715n	Diamond_Realm
bn:03321418n	Womb_Realm
bn:00055448n	model
bn:02340196n	Scale_model
bn:05967837n	model
bn:03132117n	decoy
bn:12629497n	theatrical_replica
bn:14591961n	Ersatz
bn:14049090n	Space_Shuttle_Inspiration
bn:16815179n	Krupp_decoy_site
bn:00034389n	figure
bn:00040683n	globe
bn:00062780n	planetarium
bn:00067392n	restoration
bn:00068365n	roughcast
bn:00079508n	value
bn:04091191n	manifestation
bn:00664521n	Plain_Old_C++_Object
bn:00967687n	Iterator
bn:01246547n	Immutable_object
bn:01334833n	Plain_old_Java_object
bn:01460007n	Allocator_(C++)
bn:00002150n	artificial_intelligence
bn:01647033n	machine_learning
bn:00021463n	computational_linguistics
bn:00025325n	data_mining
bn:00046139n	meaning
bn:06999700n	position
bn:00041302n	grammar
bn:00004492n	antecedent
bn:00026252n	denotatum
bn:00026543n	designatum
bn:04793526n	Pôle_Emploi_advisor
bn:07119380n	coordinator
bn:00013943n	effect
bn:00021927n	intension
bn:00041306n	grammatical_meaning
bn:00047046n	intent
bn:00050794n	moral
bn:00041958n	grouping
bn:00020452n	cognition
bn:05739841n	method
bn:01641329n	method_(computer_programming)
bn:00046427n	indexing
bn:00066546n	reclassification
bn:00067028n	relegation
bn:00074560n	stratification
bn:00076251n	taxonomy
bn:00002012n	collection
bn:00060212n	pairing
bn:00062119n	phrasing
bn:00065225n	punctuation
bn:00072862n	sorting
bn:00267294n	Umbrella_species
bn:08202183n	threatened_species
bn:01199553n	Conservation_status
bn:00007247n	Australian_lungfish
bn:01953048n	vulnerable_species
bn:03348669n	Diademed_sifaka
bn:00006340n	barramundi
bn:00007231n	Australian_arowana
bn:00007233n	Australian_bonytongue
bn:00078799n	type
bn:00568038n	International_Code_of_Zoological_Nomenclature
bn:00518992n	Chronospecies
bn:00024351n	cultivar
bn:07473126n	acala_cotton
bn:17814774n	Trinitario
bn:17847491n	Le_Lectier
bn:00030683n	encephalomyelitis
bn:00027546n	disease
bn:00054336n	meningitis
bn:03292093n	Venezuelan_equine_encephalitis_virus
bn:03378893n	Hypertensive_encephalopathy
bn:03442022n	Borna_disease
bn:03865689n	Acute_disseminated_encephalomyelitis
bn:00023755n	cress
bn:00005271n	Arabidopsis_lyrata
bn:00005276n	tower_mustard
bn:00010775n	bittercress
bn:00020259n	scurvy_grass
bn:00021096n	common_garden_cress
bn:00003191n	midwife_toad
bn:00003192n	obstetrical_toad
bn:00006241n	tailed_frog
bn:00008604n	barking_frog
bn:00011945n	fire-bellied_toad
bn:00049597n	labyrinthodont
bn:14308486n	scientific_name
bn:03378282n	Basionym
bn:16471873n	quasi-synonym
bn:17650959n	dab
bn:00000549n	fever_tree
bn:00001986n	mistflower
bn:02183518n	trinomen
bn:03091373n	Species_name
bn:03598191n	Nomen_novum
bn:06754085n	nomen_correctum
bn:00007854n	bacteria
bn:00020242n	coccobacillus
bn:01831129n	Proteobacteria
bn:00003083n	alpine_salamander
bn:00003655n	amphiuma
bn:00024186n	hellbender
bn:00026917n	dicamptodon
bn:14525060n	Necturus
bn:00388204n	Ambystoma_rivulare
bn:14570240n	Blunt-headed_salamander
bn:15462940n	Durango_salamander
bn:15741175n	Ambystoma_leorae
bn:15741180n	Ambystoma_granulosum
bn:00051655n	lizard
bn:00001895n	agamid
bn:00004176n	anguid_lizard
bn:00017578n	chameleon
bn:00037580n	gecko
bn:00049610n	lacertid_lizard
bn:00000644n	accentor
bn:00000866n	Acheta
bn:00001240n	Adalia
bn:00002151n	three-toed_sloth
bn:00003015n	thresher
bn:00021106n	common_iguana
bn:13977019n	Hybrid_iguana
bn:00011747n	body
bn:00000802n	acentric_chromosome
bn:00001040n	acrocentric_chromosome
bn:00007400n	autosome
bn:00054547n	metacentric_chromosome
bn:00070781n	sex_chromosome
bn:00017221n	centromere
bn:00018870n	chromatid
bn:00018871n	chromatin
bn:00019262n	gene
bn:00058253n	nucleolus_organizer
bn:00017049n	inclusion_body
bn:00053665n	mass
bn:00060802n	particle
bn:00026969n	lexical_entry
bn:00050906n	vocabulary
bn:00005396n	archaism
bn:00020590n	collaborator
bn:00027402n	obscenity
bn:00031851n	euphemism
bn:00431718n	Jew_(word)
bn:15460410n	Dog_crossbreed
bn:00045255n	hunting_dog
bn:02327971n	Indian_pariah_dog
bn:03617487n	Soviet_space_dog
bn:17279058n	street_dog_in_Moscow
bn:03699393n	Sputnik_2
bn:00002284n	Airedale
bn:00062538n	pinscher
bn:00027972n	Doberman
bn:00055149n	miniature_pinscher
bn:00807074n	Fancy_pigeon
bn:00080022n	wine
bn:01532537n	Table_grape
bn:02369559n	Kanzler_(grape)
bn:08919984n	Tai
bn:00018148n	Chenin_blanc
bn:00030592n	emperor
bn:00037687n	generic
bn:00003120n	altar_wine
bn:00011618n	blush_wine
bn:00012209n	Bordeaux
bn:00013975n	Burgundy
bn:00014777n	California_wine
bn:03544526n	Kuchi_dog
bn:03669589n	Murnau-Werdenfels
bn:03677225n	Hinterwald
bn:05238560n	Limpurger
bn:17651459n	Old_Spanish_Pointer
bn:00678208n	Mountain_and_moorland_pony_breeds
bn:01216028n	Oriental_horse
bn:01644581n	Color_breed
bn:02491686n	Jaca_Navarra
bn:00003464n	American_saddle_horse
bn:01935474n	Heart-kun
bn:01198061n	Wheely_Willy
bn:00077805n	toy_spaniel
bn:00026159n	demographer
bn:00074057n	statistic
bn:15234561n	Size
bn:00059899n	overpopulation
bn:01169511n	World_population
bn:01214453n	Inorodtsy
bn:02703419n	Knowledge_organization_system
bn:00005865n	musical_arrangement
bn:01764132n	Oakeshott_typology
bn:02130750n	Anatomical_Therapeutic_Chemical_Classification_System
bn:02922591n	Protein_fold_class
bn:02963358n	Hotel_rating
bn:00024746n	encyclopedia
bn:00026967n	dictionary
bn:01096225n	Controlled_vocabulary
bn:03622329n	United_States_military_aircraft_designation_system
bn:00022445n	coonhound
bn:00072024n	Skye_terrier
bn:00070972n	shepherd_dog
bn:18129015n	herding_dog
bn:03312793n	rough_Collie
bn:00003100n	German_shepherd
bn:00009712n	Belgian_sheepdog
bn:00011720n	Old_English_sheepdog
bn:00012217n	Border_collie
bn:00012456n	Bouvier_des_Flandres
bn:00049975n	lapdog
bn:00197287n	Natural_prolongation_principle
bn:16488917n	process_(anatomy)
bn:01700778n	Coracoid_process
bn:00003182n	alveolar_ridge
bn:00009544n	beef
bn:00024604n	cut
bn:00054026n	meat
bn:00009562n	beef_tenderloin
bn:00009563n	beef_tongue
bn:00009569n	beefsteak
bn:00013156n	brisket
bn:00018973n	chuck
bn:00013840n	bully_beef
bn:00041893n	ground_beef
bn:00060956n	pastrami
bn:00009557n	beef_roast
bn:00002745n	nutriment
bn:00035650n	food
bn:04614589n	artificial_physical_object
bn:00001477n	adobo
bn:00005073n	applesauce
bn:00007850n	bacon_and_eggs
bn:00008007n	shirred_egg
bn:00008522n	barbecue
bn:00034946n	ingredient
bn:00069350n	sauce
bn:00077648n	topping
bn:00023289n	course
bn:00025025n	dainty
bn:00033741n	fast_food
bn:00034573n	finger_food
bn:00046745n	ingesta
bn:00424546n	User_guide
bn:00023140n	count
bn:17432483n	Cookstrip
bn:00009061n	pancake
bn:00012299n	Boston_baked_beans
bn:00061148n	pea_soup
bn:00032779n	fake_book
bn:00186825n	Strategy_guide
bn:00478903n	Quickstart_guide
bn:03419524n	README
bn:03440261n	Medication_package_insert
bn:00032990n	Hyaenidae
bn:00033151n	Mustelidae
bn:00053081n	mammal_genus
bn:03582557n	Rico_(dog)
bn:00081469n	wolf
bn:00000399n	Abrocoma
bn:00000925n	Acinonyx
bn:00001033n	Acrobates
bn:00001350n	Adenota
bn:00001652n	Aepyceros
bn:00023949n	hybrid
bn:00023429n	coydog
bn:00803720n	coywolf
bn:01653164n	Dingo–dog_hybrid
bn:03105099n	Czechoslovakian_Wolfdog
bn:03193920n	Saarloos_wolfdog
bn:00015271n	red_wolf
bn:01128069n	apex_predator
bn:01433212n	Black_wolf
bn:24274477n	white_wolf
bn:00674341n	Wolf_of_Ansbach
bn:01074991n	Wolf_of_Gysinge
bn:02873297n	OR-7
bn:00013505n	coyote
bn:00015268n	timber_wolf
bn:00081471n	wolf_pup
bn:00008926n	Bassariscidae
bn:00004682n	Antilocapra
bn:00004918n	Aplodontia
bn:00080949n	whale
bn:00008029n	Balaena
bn:00067847n	right_whale
bn:00008096n	baleen_whale
bn:01617215n	Bryde's_whale
bn:03084591n	Omura's_whale
bn:16776625n	sei_whale
bn:00008035n	Balaenoptera
bn:00038647n	Megaptera
bn:00066326n	rorqual
bn:00031883n	Eurasian_otter
bn:00052392n	river_otter
bn:00019345n	civet
bn:01321349n	landscape
bn:21787906n	anatomical_system
bn:00026519n	desert
bn:00035869n	forest
bn:00041455n	grassland
bn:00035868n	forest
bn:00053191n	mangrove
bn:01642345n	plant_community
bn:02421009n	climax_community
bn:03794008n	native
bn:00023591n	whitethorn
bn:00061188n	pear
bn:00123370n	Ficus_microcarpa
bn:00010899n	black_fox
bn:00071638n	silver_fox
bn:01957744n	Cross_fox
bn:00012321n	vegetation
bn:00033822n	fauna
bn:00061931n	phenomenon
bn:00006680n	asymmetry
bn:00006808n	weather
bn:00025582n	death
bn:00025984n	dehydration
bn:00030747n	hazard
bn:00017622n	luck
bn:00021961n	consequence
bn:00036003n	luck
bn:00050880n	levitation
bn:00054596n	metempsychosis
bn:00324156n	Wildlife_of_South_Africa
bn:00047612n	island
bn:00069946n	sea
bn:00001051n	acrogen
bn:00001696n	air_plant
bn:00004361n	annual
bn:00004963n	apomict
bn:00005215n	aquatic
bn:00015403n	hood
bn:00062812n	plant_part
bn:00062790n	plankton
bn:06999628n	algoflora
bn:00368791n	biota
bn:00021248n	community
bn:00030986n	enteric_bacteria
bn:01324718n	Human_microbiome
bn:17670877n	Mycobiome
bn:26489921n	Plant_microbiome
bn:05741717n	phytoedaphon
bn:14600514n	street_dog_in_Thailand
bn:16069735n	street_dog_in_Chennai
bn:16510337n	street_dog_in_Bucharest
bn:08341933n	Perro_Paco
bn:14436385n	state_or_territory_of_India
bn:06446739n	Neoendemism
bn:17399179n	Paleoendemism
bn:07051922n	Rosa_sancti-andreae
bn:00010036n	Bermuda_cedar
bn:00774762n	Freshwater_crocodile
bn:00007309n	car
bn:00007385n	motor_vehicle
bn:00003295n	ambulance
bn:00009280n	beach_wagon
bn:00014083n	bus
bn:00014407n	cab
bn:00021276n	compact
bn:00000632n	accelerator
bn:00002204n	air_bag
bn:00004614n	stabilizer_bar
bn:00007314n	auto_accessory
bn:00007376n	automobile_engine
bn:00000117n	four-wheel_drive
bn:00003618n	amphibian
bn:00010360n	motorcycle
bn:00011406n	bloodmobile
bn:00028244n	doodlebug
bn:00070368n	self-propelled_vehicle
bn:00079675n	vehicle
bn:00002271n	airbrake
bn:00011783n	bodywork
bn:00012724n	brake_system
bn:00014405n	cab
bn:00015803n	car_wheel
bn:00005782n	armored_vehicle
bn:00016252n	carrier
bn:00030852n	locomotive
bn:00035905n	forklift
bn:00061745n	personnel_carrier
bn:03744312n	Emergency_vehicle
bn:02872845n	Altercation
bn:00036880n	funny_wagon
bn:01645660n	Dodge_WC54
bn:02655880n	air_ambulance
bn:03025984n	Bariatric_ambulance
bn:05435910n	Ambulance_train
bn:00022369n	convertible
bn:14265198n	Car_body_style
bn:00071209n	shooting_brake
bn:02504316n	Ford_Parklane
bn:03092991n	Moskvitch_408
bn:17095073n	woodie_(car_body_style)
bn:17904202n	Škoda_Superb_III
bn:00075912n	tailgate
bn:00029328n	dysphemism
bn:03431473n	commercial_vehicle
bn:03147751n	Vehicle_for_hire
bn:00042358n	gypsy_cab
bn:00055156n	minicab
bn:00024729n	pedicab
bn:00861906n	Toyota_Limo
bn:03335895n	Share_taxi
bn:02239864n	Family_car
bn:03097582n	Car_classification
bn:00126333n	Nissan_Sunny
bn:00157423n	Hyundai_ix35_(China)
bn:00157429n	Kia_Sportage
bn:00175704n	Mazda3
bn:00177674n	Rover_400_/_45
bn:00035694n	pedal
bn:00000633n	accelerator
bn:02053834n	Machine_element
bn:14691850n	pedal
bn:00012722n	brake_pedal
bn:00020080n	clutch
bn:00052075n	sustaining_pedal
bn:00072627n	soft_pedal
bn:00007922n	bag
bn:00022063n	restraint
bn:05127694n	occupant_restraint_system
bn:00516019n	Ballonet
bn:00007752n	backpack
bn:00009336n	beanbag
bn:00011060n	bladder
bn:00011757n	body_bag
bn:00012068n	book_bag
bn:00008464n	bar
bn:00073787n	stabilizer
bn:00009691n	belaying_pin
bn:00011898n	bolt
bn:00011899n	bolt
bn:00016194n	carpenter's_level
bn:00018495n	chinning_bar
bn:00000678n	accessory
bn:00021466n	computer_accessory
bn:00034904n	fitting
bn:00034947n	fixings
bn:00030850n	engine
bn:00224370n	Formula_One_engine
bn:00032215n	exhaust
bn:00002277n	aircraft_engine
bn:00007417n	auxiliary_engine
bn:00037685n	generator
bn:00043424n	heat_engine
bn:00066349n	reaction-propulsion_engine
bn:00079862n	vessel
bn:00023497n	craft
bn:00053544n	swamp_buggy
bn:00128660n	GAZ-46
bn:00246988n	LuAZ-967
bn:00255380n	landing_Vehicle_Tracked
bn:00265533n	DUKW
bn:16915676n	two-wheeler
bn:00027390n	trail_bike
bn:00055154n	minibike
bn:00055841n	moped
bn:00056048n	motor_scooter
bn:00169888n	Custom_motorcycle
bn:00049066n	kick_starter
bn:00049076n	kickstand
bn:00056214n	mudguard
bn:00080980n	wheeled_vehicle
bn:00007660n	baby_buggy
bn:00010248n	bicycle
bn:00012021n	boneshaker
bn:00015785n	car
bn:00016292n	handcart
bn:00022379n	conveyance
bn:00022129n	container
bn:03502261n	finished_good
bn:15671256n	land_vehicle
bn:17983630n	machine
bn:00013864n	bumper_car
bn:00054990n	military_vehicle
bn:00064666n	rocket
bn:00067985n	steamroller
bn:00025290n	splashboard
bn:00001665n	tramway
bn:00016057n	shipping
bn:00028122n	dolly
bn:00028123n	dolly
bn:00044846n	horsebox
bn:00063944n	power_brake
bn:00012710n	brake
bn:00020178n	coaster_brake
bn:00030527n	hand_brake
bn:00027458n	disk_brake
bn:00011754n	body
bn:00052911n	manufacturer
bn:00205267n	Wrightbus
bn:00325314n	Carrozzeria_Touring
bn:00758734n	Carrozzeria_Boneschi
bn:00840196n	Carrosserie_Pourtout
bn:00931992n	Fisher_Body
bn:00036922n	fuselage
bn:00045348n	hydraulic_brake
bn:00012723n	brake_shoe
bn:00028895n	drum_brake
bn:00012714n	brake_band
bn:00012719n	stoplight
bn:00021306n	compartment
bn:00007381n	luggage_compartment
bn:00009215n	bay
bn:00009216n	bay
bn:00012525n	box
bn:00012532n	box
bn:00080972n	wheel
bn:00034362n	fifth_wheel
bn:00045098n	hub
bn:00045107n	hubcap
bn:00063136n	pneumatic_tire
bn:00008053n	balance_wheel
bn:00010257n	bicycle_wheel
bn:00013684n	buffing_wheel
bn:00016345n	cartwheel
bn:00020468n	gear
bn:00004845n	armored_personnel_carrier
bn:00005775n	armored_car
bn:00005776n	armored_car
bn:00005778n	tank
bn:00006472n	assault_gun
bn:14569166n	railway_traction_vehicle
bn:00018717n	choo-choo
bn:00027007n	diesel_locomotive
bn:00027205n	dinky
bn:00028230n	switch_engine
bn:00030152n	electric_locomotive
bn:00013672n	fender
bn:00035739n	footplate
bn:00051095n	lifting_device
bn:05139296n	discontinuous_conveyor
bn:00056059n	truck
bn:06786343n	truck-mounted_forklift
bn:00014598n	caisson
bn:00020866n	warship
bn:00042641n	half_track
bn:00045152n	Humvee
bn:00034652n	fire_engine
bn:00034682n	fireboat
bn:00044905n	hospital_train
bn:02688292n	Nontransporting_EMS_vehicle
bn:08058651n	Ambulances_in_Japan
bn:01367346n	Car_model
bn:14874319n	multiplication_sign
bn:00430195n	General_aviation
bn:01701601n	Cargo_aircraft
bn:00736781n	Eurocopter_EC135
bn:04157433n	rescue_helicopter
bn:00198304n	Air_ambulances_in_the_United_Kingdom
bn:02628634n	Kalinin_K-3
bn:02776447n	Air_ambulance_services_in_Greece
bn:05141446n	Air_ambulances_of_the_Netherlands
bn:05141611n	Rescue_helicopters_in_Italy
bn:00050319n	lazaretto
bn:00066028n	train
bn:02244910n	Bundeswehr
bn:16647291n	passenger_car
bn:02320848n	SEAT_Fórmula
bn:08069958n	Daihatsu_Compagno_Spider
bn:08359422n	Fiat_Zicster
bn:08928948n	Alfa_Romeo_Spider_(Type_916)
bn:14179898n	Abarth_500C
bn:01225463n	Automotive_design
bn:00207543n	Chevrolet_Beretta
bn:00264590n	Isuzu_Piazza
bn:00315170n	Ferrari_348
bn:00328828n	Brilliance_BS6
bn:00358217n	BMW_CS_Concept
bn:03834886n	Hofmeister_kink
bn:00865212n	Wolfgang_Egger
bn:00913593n	Luc_Donckerwolke
bn:02008858n	Uwe_Bahnsen
bn:02075851n	Ian_Callum
bn:23308305n	Audi_AI:RACE
bn:00068678n	sport_utility
bn:00068982n	sedan
bn:00037486n	gate
bn:00027323n	Dipylon_gate
bn:00043286n	head_gate
bn:00051003n	lychgate
bn:00051775n	lock-gate
bn:00063662n	portcullis
bn:00032393n	saying
bn:00062115n	phrase
bn:03280403n	Rhetorical_device
bn:00058828n	old_man
bn:00533616n	Mickey_Mouse_degrees
bn:03615242n	Market_fundamentalism
bn:00001236n	proverb
bn:00001593n	advice_and_consent
bn:00002082n	agrapha
bn:00003266n	ambiguity
bn:00003877n	anatomical_reference
bn:00002299n	airliner
bn:00015802n	transporter
bn:00029204n	garbage_truck
bn:00043381n	hearse
bn:00046576n	industry
bn:03418495n	autorickshaw
bn:00055157n	minicar
bn:00078268n	tricycle
bn:01299346n	Boda_boda
bn:02510227n	Drift_trike
bn:03348314n	handcycle
bn:13966625n	Motorized_tricycle
bn:14047885n	recumbent_tricycle
bn:15843043n	cargo_tricycle
bn:01542278n	Dolmuş
bn:17392253n	Louage
bn:03146730n	Dala_dala
bn:00157989n	Chevrolet_Malibu
bn:00158182n	Chevrolet_Venture
bn:00163755n	Chevrolet_Uplander
bn:00171390n	Mazda6
bn:15233427n	racing_automobile
bn:00061861n	touring_car
bn:00073572n	sports_car
bn:00074870n	subcompact
bn:00199657n	Nissan_Sentra
bn:03804811n	Crossover_(automobile)
bn:00050864n	lever
bn:00015336n	peavey
bn:00021423n	compound_lever
bn:00022301n	stick
bn:00024062n	crowbar
bn:00042238n	gun_trigger
bn:00079519n	valve
bn:15154456n	device
bn:00054065n	mechanism
bn:00008152n	ball_valve
bn:00014287n	butterfly_valve
bn:00018672n	choke
bn:00019391n	clack_valve
bn:00031551n	safety_valve
bn:16712308n	technological_component
bn:00002211n	air_compressor
bn:00007536n	axle
bn:00012721n	brake_pad
bn:00001270n	adapter
bn:00003543n	ammunition
bn:00005723n	armamentarium
bn:01104260n	Expression_pedal
bn:02260454n	Bicycle_pedal
bn:23964586n	pedals_(aviation)
bn:03259278n	Pro_Co_RAT
bn:27269164n	Piano_pedals
bn:00222845n	Fashion_accessory
bn:00007925n	bag
bn:00008370n	savings_bank
bn:00008872n	basket
bn:00010469n	bin
bn:00012499n	bowl
bn:00026716n	device
bn:00002270n	airbrake
bn:00005878n	arrester
bn:00008291n	band
bn:00011975n	shackle
bn:00000973n	acoustic_device
bn:00001682n	airfoil
bn:00001863n	afterburner
bn:00001995n	agglomerator
bn:03404883n	Safety_instrumented_system
bn:03434310n	R3_device
bn:00045886n	interlock
bn:00051163n	surge_suppressor
bn:00068805n	safety_curtain
bn:00157222n	Emergency_position-indicating_radiobeacon_station
bn:00002275n	aircraft
bn:00016049n	cargo_container
bn:00011809n	bogy
bn:00024125n	cruise_missile
bn:00043466n	heavier-than-air_craft
bn:00051149n	lighter-than-air_craft
bn:00074096n	stealth_aircraft
bn:00065213n	punching_bag
bn:00049244n	kitbag
bn:00014245n	fanny_pack
bn:00226981n	Lightweight_Rucksack
bn:02188165n	Pasiking
bn:02871587n	Hydration_pack
bn:14201398n	Bean_bag_chair
bn:00046127n	implement
bn:00009406n	beater
bn:00012767n	iron
bn:00013489n	brush
bn:00013652n	buff
bn:00015221n	candlesnuffer
bn:00034508n	fin
bn:00042370n	gyrostabilizer
bn:00059803n	outrigger
bn:17175877n	ship_element
bn:06324282n	straight-pull_bolt
bn:00033755n	fastener
bn:01971580n	threaded_fastener
bn:00068803n	safety_bolt
bn:26691828n	slide_bolt
bn:00016243n	carriage_bolt
bn:03406654n	Eye_bolt
bn:00063081n	plumb_level
bn:00050861n	level
bn:00021396n	component
bn:00001276n	addition
bn:00007104n	audio
bn:00007321n	auto_part
bn:00021480n	hardware
bn:00024210n	crystal
bn:00037396n	gas_fitting
bn:00062577n	pipefitting
bn:00066505n	receptacle
bn:00056041n	motor
bn:14831606n	electric_power_source
bn:00015102n	camshaft
bn:00037572n	gearing
bn:00030156n	electric_motor
bn:00074209n	stepper
bn:03560510n	hydraulic_motor
bn:26691933n	gearmotor
bn:00075759n	system
bn:02219687n	Steam_locomotive_exhaust_system
bn:00918006n	Expansion_chamber
bn:02929077n	Tuned_exhaust
bn:17268776n	Manifold_(fluid_mechanics)
bn:00032218n	exhaust_manifold
bn:00032219n	exhaust_pipe
bn:00032220n	exhaust_valve
bn:00056225n	silencer
bn:00075920n	tailpipe
bn:00001504n	computer_system
bn:00006480n	hookup
bn:00007108n	audio_system
bn:00021225n	communication_system
bn:00022133n	containment
bn:00045708n	internal-combustion_engine
bn:23210625n	aviation
bn:00006740n	ramjet
bn:00033602n	fanjet
bn:00048169n	jet_engine
bn:00064764n	propjet
bn:03155430n	Aircraft_diesel_engine
bn:00580369n	Electric_machine
bn:20404714n	invention
bn:00001683n	windmill
bn:00003137n	alternator
bn:00029302n	dynamo
bn:00052744n	magneto
bn:00078622n	turbogenerator
bn:00013491n	brush
bn:00068343n	rotor
bn:00074062n	stator
bn:27270287n	thermodynamic_system
bn:00032438n	external-combustion_engine
bn:00043440n	heat_pump
bn:00058245n	nuclear_reactor
bn:00074104n	steam_engine
bn:00001191n	propulsion
bn:00047410n	ion_engine
bn:01647114n	scramjet
bn:25154987n	floating_object
bn:00054472n	Merrimac
bn:00055676n	Monitor
bn:00008561n	bareboat
bn:00011674n	boat
bn:00034863n	fishing_boat
bn:00003895n	anchor
bn:00010379n	bilge
bn:00010380n	bilge_keel
bn:00012467n	bow
bn:00045150n	hull
bn:00008176n	spacecraft
bn:00041886n	hovercraft
bn:00049867n	landing_craft
bn:15107412n	rock-dumping_vessel
bn:00071950n	skibob
bn:00789302n	Volkswagen_Schwimmwagen
bn:17502550n	Agat_World_War_II_Amtrac
bn:00048221n	jinrikisha
bn:06659901n	Dirt_Bike
bn:01209419n	Sport_bike
bn:00532935n	Suzuki_TS50X
bn:00631109n	Honda_MT50
bn:00698231n	Peugeot_Speedfight
bn:00785614n	Piaggio_Ciao
bn:00825737n	Honda_PC50
bn:00297532n	Razor_(scooter)
bn:00427810n	Mitsubishi_Silver_Pigeon
bn:00524700n	Honda_NH_series
bn:00601748n	Honda_Silver_Wing_(scooter)
bn:02418136n	Modding
bn:00547547n	Rat_bike
bn:00554005n	cutdown
bn:00816245n	Bobber_(motorcycle)
bn:03594233n	Chopper_(motorcycle)
bn:00073992n	starter
bn:00047172n	web_site
bn:00070379n	self-starter
bn:00017940n	chat_room
bn:00068105n	rod
bn:09181048n	bicycle_part
bn:00009041n	baton
bn:00009044n	baton
bn:00021909n	connecting_rod
bn:00022299n	control_rod
bn:00034870n	fishing_rod
bn:00034061n	fender
bn:03411549n	Ponton_(car)
bn:00073471n	splasher
bn:18188769n	stroller
bn:00016241n	carriage
bn:00008938n	bassinet
bn:03750798n	Babywearing
bn:00020179n	wagon
bn:00073580n	sports_equipment
bn:27270352n	velocipede
bn:00002797n	mountain_bike
bn:00010249n	bicycle-built-for-two
bn:00059443n	ordinary
bn:00065345n	push-bike
bn:00068802n	safety_bicycle
bn:00010255n	bicycle_seat
bn:00017489n	chain
bn:00068167n	rolling_stock
bn:00636849n	Motor_coach_(rail)
bn:00007943n	baggage_car
bn:00014441n	cabin_car
bn:00016240n	passenger_car
bn:00020046n	club_car
bn:00036420n	freight_car
bn:00075454n	suspension
bn:00005079n	applecart
bn:00008725n	barrow
bn:00042791n	hand_truck
bn:00050218n	laundry_cart
bn:00070678n	serving_cart
bn:00041820n	handle
bn:00046978n	instrumentality
bn:00051869n	logistics
bn:00056030n	movement
bn:00056157n	movement
bn:00005793n	weaponry
bn:00017267n	ceramic
bn:00021903n	connection
bn:00077585n	tool
bn:00062694n	pizza
bn:16876852n	lumber
bn:00014165n	line
bn:00022222n	contraband
bn:00028668n	schlock
bn:00033881n	feature
bn:00012137n	bookmobile
bn:00035263n	float
bn:00002231n	air_hammer
bn:00014255n	churn
bn:00017085n	concrete_mixer
bn:00017210n	centrifuge
bn:00000384n	abrader
bn:00009875n	bender
bn:00019815n	clincher
bn:00020850n	comb
bn:00024669n	cutting_implement
bn:16034819n	amusement_ride
bn:00076362n	tepee
bn:11525193n	Bumper_Cars
bn:04142409n	Autodrom_Sosnová
bn:14959136n	military_equipment
bn:00356560n	Ranged_weapon
bn:01729516n	Raketa
bn:00144977n	I_(pronoun)
bn:00055322n	missile
bn:00056308n	multistage_rocket
bn:00067284n	test_rocket
bn:00564342n	S-5
bn:00642649n	Agate_(rocket)
bn:00068085n	rocket
bn:03769059n	Heavy_equipment
bn:00076011n	tamp
bn:00064838n	protective_covering
bn:00005748n	bracer
bn:00005769n	armor
bn:00007732n	binding
bn:00009748n	bell_jar
bn:00010485n	binder
bn:03387086n	Aerial_lift
bn:00192598n	Yoshino_Ropeway
bn:00203486n	Skyrail_Midorizaka_Line
bn:00278998n	Wallowa_Lake_Tramway
bn:00343445n	Darjeeling_Ropeway
bn:00451490n	Mount_Hakodate_Ropeway
bn:00051089n	ski_tow
bn:15850766n	Maritime_transport
bn:16448017n	Industry_(economics)
bn:00802952n	Polish_Merchant_Navy
bn:00159580n	Canadian_Merchant_Navy
bn:02419675n	United_States_Merchant_Marine
bn:03101213n	Merchant_Navy_(United_Kingdom)
bn:09026846n	Italian_Merchant_Navy
bn:00216888n	vehicle_brake
bn:06686228n	floating_disk
bn:01959021n	Ausco_Lambert_disc_brake
bn:00012716n	brake_disk
bn:00035693n	foot_brake
bn:00022071n	structure
bn:00002281n	airdock
bn:00003118n	altar
bn:00005374n	arcade
bn:00005387n	arch
bn:00005517n	area
bn:00014136n	business
bn:00005785n	armorer
bn:00007319n	car_manufacturer
bn:00012363n	bottler
bn:00021468n	computer_business
bn:00001962n	agency
bn:00013284n	brokerage
bn:00014160n	firm
bn:00016254n	carrier
bn:00017490n	chain
bn:00014137n	commercial_enterprise
bn:00021286n	company
bn:00020123n	coachbuilder
bn:00001589n	advertising
bn:00002091n	agribusiness
bn:00013724n	construction
bn:00014220n	butchery
bn:00027514n	discount_business
bn:00077877n	trademark
bn:00051872n	logo
bn:00070928n	Sharpie
bn:00017510n	chain_store
