bn:00015267n	dog
bn:27268358n	group_(periodic_table)
bn:01991058n	Iron_group
bn:02297877n	Synthetic_element
bn:20245372n	fermium-250
bn:20245373n	fermium-251
bn:20245374n	fermium-252
bn:20245375n	fermium-253
bn:20245376n	fermium-254
bn:20245377n	fermium-255
bn:00002355n	aluminum
bn:00002775n	alkali_metal
bn:00002778n	alkaline_earth
bn:00003194n	americium
bn:00004694n	antimony
bn:00006835n	sodium
bn:00059306n	ordering
bn:00008366n	bank
bn:00020823n	column
bn:00053849n	matrix
bn:00060413n	panoply
bn:00068426n	row
bn:00073237n	spectrum
bn:00026930n	dichotomy
bn:00078253n	trichotomy
bn:00060971n	temporary_hookup
bn:00025765n	decoration
bn:14942739n	design
bn:00012432n	bouquet
bn:00017726n	wreath
bn:00035380n	flower_chain
bn:00073617n	spray
bn:01857174n	flower_bouquet
bn:02114074n	ikebana
bn:00007773n	backfield
bn:00017127n	center
bn:00035023n	flank
bn:00035206n	flight
bn:00043253n	head
bn:00051288n	line
bn:01738313n	Biological_interaction
bn:00056552n	symbiosis
bn:00061009n	pathogenesis
bn:00064102n	predation
bn:01718540n	entomophily
bn:00029687n	ecosystem
bn:05557333n	vegetation_zone
bn:00012281n	bosk
bn:00041966n	grove
bn:00048606n	jungle
bn:00058816n	old_growth
bn:00066041n	rain_forest
bn:00070121n	second_growth
bn:00078131n	tree
bn:00078982n	underbrush
bn:00013110n	brier
bn:00013443n	browse
bn:00013488n	brush
bn:00014097n	scrub
bn:00037301n	garden
bn:00041899n	groundcover
bn:00069898n	scrubland
bn:16602156n	Dubohabřina
bn:02176853n	Feldmark
bn:02929729n	Blue_Gum_High_Forest
bn:03602541n	Closed-cone_pine_forest
bn:00064813n	prosimian
bn:00029424n	Earth
bn:00032988n	Hominidae
bn:00004580n	anthropoid_ape
bn:00007260n	australopithecine
bn:00028970n	Dryopithecus
bn:00461886n	Gigantopithecus
bn:00028969n	dryopithecine
bn:00038331n	Javanthropus
bn:00039210n	Pithecanthropus
bn:00039683n	Sinanthropus
bn:00001635n	Aegyptopithecus
bn:00002688n	Algeripithecus_minutus
bn:00064557n	proconsul
bn:00004203n	angwantibo
bn:00007426n	woolly_indris
bn:00007547n	aye-aye
bn:00014104n	galago
bn:00046536n	indri
bn:00049201n	potto
bn:00016686n	Old_World_monkey
bn:00057505n	New_World_monkey
bn:03901867n	Sami_(chimpanzee)
bn:02549168n	Crystal_the_Monkey
bn:03192400n	Jacco_Macacco
bn:06587611n	Plons
bn:00001028n	Acris
bn:00003190n	Alytes
bn:00003302n	Ambystoma
bn:00004024n	Aneides
bn:00006240n	Ascaphus
bn:00009051n	Batrachoseps
bn:00024240n	ctenophore_genus
bn:00000599n	Acanthoscelides
bn:00000862n	Acherontia
bn:00001087n	Actias
bn:00001319n	Adelges
bn:00001670n	Aerobacter
bn:00007873n	Bacteroides
bn:00033179n	Nitrobacteriaceae
bn:00037788n	genus_Actinomyces
bn:00037857n	genus_Bacillus
bn:00000582n	Acanthisitta
bn:00000695n	Accipiter
bn:00001025n	Acridotheres
bn:00001041n	Acrocephalus
bn:00001142n	Actitis
bn:00001633n	Aegypius
bn:00037816n	genus_Amphioxus
bn:00037833n	genus_Appendicularia
bn:00037978n	genus_Doliolum
bn:00039536n	genus_Salpa
bn:00001062n	Acropora
bn:00001095n	Actinia
bn:00018936n	Chrysaora
bn:00036861n	Fungia
bn:00038244n	genus_Hydra
bn:00038583n	Maeandra
bn:00021395n	part
bn:00008047n	remainder
bn:00008790n	basis
bn:00014235n	butt
bn:00026623n	detail
bn:00047730n	item
bn:00054276n	member
bn:00076400n	telephone
bn:00017168n	central
bn:00002412n	alarm
bn:00002798n	all_clear
bn:00004225n	animal_communication
bn:00009313n	radio_beam
bn:00013715n	bugle_call
bn:00024478n	curfew
bn:00005095n	application
bn:00057874n	pen_name
bn:00073827n	stage_name
bn:26692015n	hagionym
bn:00687770n	Bardic_name
bn:00750159n	geographical_indication
bn:00014355n	nickname
bn:00035925n	title
bn:00074607n	street_name
bn:00077412n	title
bn:01333648n	Prodotto_agroalimentare_tradizionale
bn:04893039n	Lamb_of_Sisteron
bn:00049910n	language
bn:02404145n	Irreversible_binomial
bn:00022168n	context
bn:02835051n	Emic_unit
bn:01644498n	Yojijukugo
bn:02860297n	Word_taboo
bn:03777084n	compound
bn:16932470n	moneme
bn:00002923n	allomorph
bn:00012420n	bound_morpheme
bn:00030757n	ending
bn:00036348n	free_morpheme
bn:03527773n	clitic
bn:06152468n	vocal_sound
bn:00062034n	phonology
bn:00022012n	consonant
bn:00040661n	semivowel
bn:00059525n	orinasal_phone
bn:00062032n	phoneme
bn:00072788n	sonant
bn:00080267n	vowel
bn:00348265n	series_(botany)
bn:16919748n	section_(botany)
bn:00025995n	deity
bn:00032768n	religion
bn:00003284n	Ambrose
bn:00003982n	Andrew
bn:00004442n	Anselm
bn:00004983n	Boniface
bn:00004984n	Paul
bn:00005240n	Aquinas
bn:00005623n	Arhat
bn:00011729n	Bodhisattva
bn:00026158n	Demogorgon
bn:00045565n	Hypnos
bn:00055919n	Morpheus
bn:00065680n	Quetzalcoatl
bn:00026965n	dictator
bn:11257172n	rank
bn:00001482n	Hitler
bn:00007662n	Duvalier
bn:00009933n	Mussolini
bn:00029244n	Duvalier
bn:00030023n	Franco
bn:00077498n	Tojo
bn:00046922n	inspector
bn:00063318n	police_commissioner
bn:00705812n	Australian_police_ranks
bn:14261424n	rank_in_the_Polish_Police
bn:14542389n	police_officer
bn:21831948n	rank_of_the_Chinese_People's_Armed_Police_Force
bn:00019478n	class
bn:00145563n	Belgian_nobility
bn:00507062n	Nobility_of_the_First_French_Empire
bn:00692874n	Fils_de_France
bn:00803730n	Thai_royal_and_noble_titles
bn:00986046n	Courtesy_title
bn:01021321n	Austrian_nobility
bn:00001943n	age_class
bn:00002098n	agriculture
bn:00012049n	booboisie
bn:00012441n	middle_class
bn:00013377n	brotherhood
bn:00016547n	caste
bn:00000233n	abbess
bn:00000237n	abbot
bn:00015376n	choirmaster
bn:00032106n	exarch
bn:00041331n	Grand_Inquisitor
bn:00054670n	metropolitan
bn:00001888n	Aga
bn:00025887n	Defender_of_the_Faith
bn:00028207n	Don
bn:00028215n	Dona
bn:00033777n	Father
bn:00036291n	Frau
bn:11233557n	1st_Class_Actual_State_Counselor_of_the_Russian_Federation
bn:15257335n	State_Councillor_(Russia)
bn:06843906n	educational_year
bn:00000585n	Acanthocephala
bn:00004330n	Annelida
bn:00006084n	Arthropoda
bn:00006265n	Nematoda
bn:00012615n	Brachiopoda
bn:00013532n	Bryozoa
bn:00074957n	subphylum
bn:00064875n	protist
bn:00042902n	haplosporidian
bn:00039560n	Sarcocystis
bn:00004794n	Salientia
bn:00038268n	Hynerpeton
bn:00038288n	genus_Ichthyostega
bn:00042330n	Gymnophiona
bn:00072162n	slime_mold
bn:00026970n	dictostylium
bn:00757451n	Stemonitis
bn:01645466n	dictyostelid
bn:01869648n	Fonticula
bn:02363878n	Stemonitis_fusca
bn:00000801n	true_slime_mold
bn:00036865n	fungus_genus
bn:00001910n	Agaricus
bn:00002446n	Albatrellus
bn:00002484n	Albugo
bn:00002562n	Alectoria
bn:00003206n	Amanita
bn:00005754n	Armillaria
bn:00069265n	sarcodinian
bn:00043596n	heliozoan
bn:00065942n	radiolarian
bn:00539626n	Beadlet_anemone
bn:00559085n	Snakelocks_anemone
bn:00774095n	Stichodactyla_gigantea
bn:01018276n	Metridium
bn:01557409n	Actiniidae
bn:01568985n	Octineon
bn:00001096n	actinia
bn:00004034n	sea_anemone
bn:00002530n	Alcyonacea
bn:00020099n	coelenterate
bn:00022559n	coral
bn:00069986n	sea_pen
bn:00045392n	hydrozoan
bn:00048113n	jellyfish
bn:00054177n	medusa
bn:00063447n	polyp
bn:00069939n	scyphozoan
bn:00033243n	Pennatulidae
bn:00041137n	Gorgonacea
bn:00052655n	stony_coral
bn:00456284n	Rhyncholepis
bn:00029859n	eel
bn:00033168n	Myxinidae
bn:00033252n	Petromyzontidae
bn:00045525n	Petromyzoniformes
bn:00045528n	Myxiniformes
bn:00017240n	Osteostraci
bn:00043942n	Heterostraci
bn:15997773n	Order_of_the_Angostura_Congress
bn:00001909n	Agaricales
bn:00004895n	Aphyllophorales
bn:00006393n	Eurotiales
bn:00007198n	Auriculariales
bn:00011148n	Blastocladiales
bn:00019045n	Chytridiales
bn:00002757n	Naiadales
bn:00003972n	Andreaeales
bn:00004551n	Anthocerotales
bn:00005294n	Arales
bn:00005667n	Aristolochiales
bn:00009957n	Bennettitales
bn:00017776n	Charales
bn:00018604n	Chlorococcales
bn:00049793n	Laminariales
bn:00058660n	Oedogoniales
bn:00059423n	Ulvales
bn:00218853n	Order_(distinction)
bn:00037817n	genus_Amphiuma
bn:00037476n	Gastrophryne
bn:00038277n	Hypopachus
bn:00388791n	Mertensophryne
bn:00463285n	Ingerophrynus
bn:00810314n	Sclerophrys
bn:00937843n	Nimbaphrynoides
bn:01386473n	Golden_toad
bn:03066437n	Atelopus
bn:00037874n	genus_Bufo
bn:00078461n	true_toad
bn:00000614n	acarid
bn:00004877n	Aphididae
bn:21722837n	Caelifera
bn:10420516n	Milleriana
bn:10420844n	Phorinia
bn:01310009n	Acridinae
bn:00001020n	short-horned_grasshopper
bn:00038506n	Locusta
bn:00038654n	Melanoplus
bn:00001322n	adelgid
bn:00039188n	Pineus
bn:00002640n	Aleyrodes
bn:00009840n	Bemisia
bn:00026833n	Dialeurodes
bn:00039961n	Trialeurodes
bn:00081114n	whitefly
bn:00037820n	genus_Andrena
bn:00009610n	beetle
bn:00025611n	deathwatch_beetle
bn:00030991n	Enterobacteriaceae
bn:00037920n	genus_Clostridium
bn:00037909n	genus_Chlamydia
bn:00037936n	genus_Corynebacterium
bn:00038492n	genus_Listeria
bn:00060902n	passerine
bn:00040112n	Xenicus
bn:00057525n	New_Zealand_wren
bn:00003872n	Anatidae
bn:00005233n	Aquila
bn:00014225n	Buteo
bn:00019161n	Circaetus
bn:00037791n	genus_Aepyornis
bn:00002432n	Alauda
bn:00162632n	Eremophila_(bird)
bn:00173476n	Alaemon
bn:00400509n	Mirafra
bn:00400537n	Pinarocorys
bn:00400547n	Spizocorys
bn:00050043n	lark
bn:00041943n	group
bn:00002509n	Eurasian_kingfisher
bn:00024958n	kookaburra
bn:00038124n	Halcyon
bn:00340849n	Paradise_kingfisher
bn:00463845n	Ceyx_(bird)
bn:00500184n	Ispidina
bn:00002508n	Alcedo
bn:00017400n	Ceryle
bn:00024957n	Dacelo
bn:00049188n	kingfisher
bn:00002496n	Alca
bn:00007174n	auk
bn:00017263n	Cepphus
bn:00036285n	Fratercula
bn:00038537n	Lunda
bn:00039190n	Pinguinus
bn:00054074n	mecopteran
bn:00069771n	scorpion_fly
bn:00004251n	animal_virus
bn:00007868n	bacteriophage
bn:00062815n	plant_virus
bn:00072238n	slow_virus
bn:00078580n	tumor_virus
bn:00079655n	vector
bn:00046629n	infectious_agent
bn:00054731n	microorganism
bn:01777878n	Human_pathogen
bn:00010514n	biological_warfare
bn:14771955n	Arenavirus
bn:00001352n	adenovirus
bn:00003063n	alphavirus
bn:00013922n	bunyavirus
bn:00034488n	filovirus
bn:00043743n	hepadnavirus
bn:00042481n	hemorrhagic_fever
bn:00812771n	Ross_River_virus
bn:01383854n	Eastern_equine_encephalitis
bn:00080913n	West_Nile_virus
bn:01322815n	Kadam_virus
bn:01609317n	Murray_Valley_encephalitis_virus
bn:03487433n	Disease_causative_agent
bn:27267980n	Biological_hazard
bn:00010536n	biological_agent
bn:00062152n	Protozoa
bn:00064459n	prion
bn:00767368n	Pathogenic_bacteria
bn:01637960n	Lagos_bat_virus
bn:02097038n	BioCode
bn:03122144n	binomial_nomenclature
bn:05761211n	isonym
bn:14777091n	Syntype
bn:17165808n	lectotype
bn:03516678n	Autonym_(botany)
bn:02146852n	International_Code_of_Nomenclature_for_Cultivated_Plants
bn:02188401n	International_Code_of_Nomenclature_of_Prokaryotes
bn:02616893n	International_Code_of_Nomenclature_for_algae,_fungi,_and_plants
bn:03115376n	Trinomial_nomenclature
bn:00037378n	Salmonella_enteritidis
bn:00045086n	human_T-cell_leukemia_virus-1
bn:00422058n	Escherichia_coli_O104:H21
bn:00634421n	Adenovirus_serotype_14
bn:01422465n	Human_T-lymphotropic_virus_2
bn:01844783n	Coxsackie_B4_virus
bn:00054734n	microbiology
bn:00007866n	bacteriology
bn:00070624n	serology
bn:00080075n	virology
bn:00176304n	Microbial_ecology
bn:00664193n	Molecular_microbiology
bn:00013413n	brown_rat
bn:00066217n	rat
bn:00070763n	sewer_rat
bn:00080957n	wharf_rat
bn:00181183n	Polynesian_rat
bn:00008313n	bandicoot_rat
bn:13864635n	Remote_control_animal
bn:00022824n	fleshiness
bn:00967254n	clone_(cell_biology)
bn:00132122n	Mini-Me
bn:16782211n	bonyana
bn:00010188n	bevy
bn:00023374n	covert
bn:00023379n	covey
bn:00032088n	exaltation
bn:00035212n	flight
bn:00037016n	gaggle
bn:05582288n	landscape_element
bn:27268854n	Drovers'_road
bn:00012403n	boulder
bn:02028643n	Turf_maze
bn:16645966n	Ha-ha
bn:00703681n	Wood_pasture
bn:02051871n	Coupure
bn:02849044n	Tree_tunnel
bn:00009834n	beltway
bn:00067975n	road
bn:00044128n	highway
bn:00786185n	Business_route
bn:01986701n	Alternate_route
bn:00517215n	Special_routes_of_U.S._Route_1
bn:02392461n	U.S._Route_77_Alternate_(Texas)
bn:00616134n	Ringwood_Bypass
bn:01019756n	Hakone_Shindō
bn:03229594n	Yuen_Long_Highway
bn:03628258n	Sydney_Bypass
bn:07802288n	Hojo_bypass
bn:07873871n	Muroran_Shindo
bn:00054281n	membership
bn:00065757n	quorum
bn:00008279n	set
bn:00011745n	body
bn:00019429n	kin
bn:00021837n	congregation
bn:00035607n	tribe
bn:00009636n	beginning
bn:00020633n	collectivization
bn:00020712n	colonization
bn:00021238n	communization
bn:00033933n	federation
bn:00079101n	unionization
bn:00023655n	Creation
bn:00001152n	activation
bn:00006998n	attack
bn:00023654n	initiation
bn:00025643n	introduction
bn:00032611n	face-off
bn:00001942n	age_group
bn:00003928n	ancients
bn:00007920n	baffled
bn:00011246n	blind
bn:00011349n	blood
bn:00012838n	brave
bn:00003693n	entertainment
bn:20277502n	sound
bn:08418164n	art_form
bn:14265130n	specialty
bn:00002191n	tune
bn:00004716n	antiphony
bn:00007701n	Bach
bn:00008166n	ballet
bn:00009609n	Beethoven
bn:00012670n	Brahms
bn:00007101n	audio
bn:00049911n	speech
bn:00079416n	utterance
bn:00012794n	brass_band
bn:00021561n	concert_band
bn:00053366n	marching_band
bn:00070196n	section
bn:00059285n	orchestra
bn:00010293n	big_band
bn:00020889n	jazz_band
bn:00068051n	rock_group
bn:00074127n	steel_band
bn:00018665n	choir
bn:00050226n	Laurel_and_Hardy
bn:00037205n	gamelan
bn:00048518n	jug_band
bn:00053411n	mariachi
bn:00063562n	pop_group
bn:00071963n	skiffle_group
bn:00061564n	performer
bn:00006182n	artist
bn:15823533n	rock_band
bn:00000720n	accompanist
bn:00000734n	accordionist
bn:00007954n	piper
bn:00008320n	bandsman
bn:00008939n	bassist
bn:00008943n	bassoonist
bn:00001176n	actor
bn:00006186n	artiste
bn:00009048n	baton_twirler
bn:00020899n	comedian
bn:00021895n	magician
bn:00023404n	cowboy
bn:00013379n	union
bn:03238952n	Arizona_Music_Educators_Association
bn:00002866n	Allies
bn:00002867n	Allies
bn:00002868n	allies
bn:00007532n	Axis
bn:00007533n	bloc
bn:00017187n	Central_Powers
bn:00002955n	ally
bn:00057592n	nongovernmental_organization
bn:16052626n	association
bn:15068702n	legal_form
bn:00000190n	Association_for_the_Advancement_of_Retired_Persons
bn:00003353n	American_Baptist_Convention
bn:00003426n	American_Legion
bn:00006302n	Association_of_Southeast_Asian_Nations
bn:00017586n	chamber_of_commerce
bn:00020039n	club
bn:00006531n	associate
bn:00017732n	chapter
bn:00036284n	fraternity
bn:16940176n	Religious_organization
bn:00059271n	Orangeman
bn:00079096n	Union_Army
bn:02299111n	closure_(mathematics)
bn:03694186n	Adherent_point
bn:01574044n	limit_point
bn:00000020n	twelve
bn:00016300n	trust
bn:00018745n	chord
bn:00019480n	class
bn:00021286n	company
bn:01743095n	Option_style
bn:02163630n	Types_of_artificial_neural_networks
bn:02440726n	Software_categories
bn:02769698n	M4_Sherman_model
bn:03229183n	Zoantharia
bn:00048112n	Portuguese_man-of-war
bn:00019515n	Hydrozoa
bn:00019548n	Scyphozoa
bn:00077830n	vascular_plant
bn:00005219n	aquatic_plant
bn:00013754n	bulbous_plant
bn:00022677n	cormous_plant
bn:00023698n	creeper
bn:00024354n	cultivated_plant
bn:00000826n	barbados_cherry
bn:00024873n	Cyrilliaceae
bn:00048223n	jiqui
bn:00005279n	Araceae
bn:00022623n	Cordyline
bn:00024833n	Cyperaceae
bn:00033063n	Liliaceae
bn:00060367n	pandanus
bn:01198572n	Costaceae
bn:00000878n	achimenes
bn:00001491n	pheasant's-eye
bn:00001826n	African_daisy
bn:00001827n	African_daisy
bn:00001828n	African_daisy
bn:00001845n	African_violet
bn:00046445n	Indian_madder
bn:00052640n	madder
bn:00081218n	wilding
bn:00002881n	trailing_four_o'clock
bn:00003076n	alpine_gold
bn:00003085n	old_man_of_the_mountain
bn:00004543n	woolly_daisy
bn:00005829n	heartleaf_arnica
bn:00005830n	Arnica_montana
bn:00865003n	Actinorhizal_plant
bn:00067218n	reproductive_structure
bn:00004861n	apetalous_flower
bn:00013625n	bud
bn:00018922n	chrysanthemum
bn:00035334n	floret
bn:00046691n	inflorescence
bn:00066315n	ray_flower
bn:00016189n	carpel
bn:00018573n	perianth
bn:00035326n	floral_leaf
bn:00059825n	ovary
bn:00062624n	pistil
bn:00073884n	stamen
bn:00001894n	agamete
bn:00004533n	anther
bn:00004541n	antheridium
bn:00006300n	ascus
bn:00008848n	basidium
bn:00021692n	cone
bn:01696298n	Impatiens_balfourii
bn:02022504n	Impatiens_platypetala
bn:00008226n	balsam
bn:02543970n	embryophyte
bn:00024713n	cycad
bn:00064660n	progymnosperm
bn:00065051n	seed_fern
bn:00080881n	welwitschia
bn:17812728n	Pinophyta
bn:06262152n	edible_plant
bn:00073563n	sporophyte
bn:00787644n	Radicle
bn:00005576n	argentinosaur
bn:00027276n	diplodocus
bn:00041888n	ground-shaker
bn:00045899n	iguanodon
bn:00059549n	ornithischian
bn:00069365n	saurischian
bn:27269075n	relationship_(archaeology)
bn:00065057n	pterodactyl
bn:00654975n	Tupandactylus
bn:00797011n	Nemicolopterus
bn:01196805n	Jeholopterus
bn:01280749n	Istiodactylidae
bn:00045765n	ichthyosaurus
bn:00074186n	stenopterygius
bn:00033011n	Ichthyosauridae
bn:03359479n	Lariosaurus
bn:00121028n	Thalassiodracon
bn:00168477n	Woolungasaurus
bn:00434829n	Elasmosaurus
bn:00522644n	Pliosauroidea
bn:00696416n	Aphrosaurus
bn:00787669n	Styxosaurus
bn:00014584n	caiman
bn:00023894n	crocodile
bn:00032843n	false_gavial
bn:00037532n	gavial
bn:00011262n	blind_snake
bn:00020797n	colubrid_snake
bn:00022067n	constrictor
bn:00030067n	elapid
bn:00069994n	sea_snake
bn:00080043n	viper
bn:03317636n	Common_descent
bn:00010630n	bird_louse
bn:00013697n	bug
bn:00013700n	hemipterous_insect
bn:00020650n	collembolan
bn:00025947n	defoliator
bn:00020088n	clypeus
bn:00054394n	mentum
bn:00076999n	thorax
bn:00005282n	arachnid
bn:00006337n	Asian_horseshoe_crab
bn:00017165n	centipede
bn:00024150n	crustacean
bn:00031951n	eurypterid
bn:00004905n	Apis
bn:00011953n	Bombus
bn:00039375n	Psithyrus
bn:00040121n	Xylocopa
bn:00028821n	drone
bn:00001850n	Africanized_bee
bn:00010860n	black_bee
bn:00016138n	Carniolan_bee
bn:00047708n	Italian_bee
bn:03035231n	Buckfast_bee
bn:00060547n	paradox
bn:01798908n	Xylocopa_aerata
bn:02114237n	Xylocopa_bombylans
bn:02804581n	Xylocopa_valga
bn:02936341n	Xylocopa_latipes
bn:03007970n	Xylocopa_alticola
bn:03336867n	Eastern_carpenter_bee
bn:01025121n	Bombus_cornutus
bn:01295629n	Bombus_barbutellus
bn:01295637n	Bombus_ashtoni
bn:01295640n	Bombus_campestris
bn:01295643n	Bombus_citrinus
bn:01295965n	Bombus_insularis
bn:00005806n	army_ant
bn:00013804n	bulldog_ant
bn:00016200n	carpenter_ant
bn:00034638n	fire_ant
bn:00035953n	wood_ant
bn:00051579n	little_black_ant
bn:00017536n	chalcis_fly
bn:00079700n	velvet_ant
bn:00010603n	birch_leaf_miner
bn:03349664n	Megalodontesidae
bn:00045462n	Hymenoptera
bn:00024807n	gall_wasp
bn:00073302n	sphecoid_wasp
bn:00079860n	vespid
bn:14589291n	Small-mouth_salamander
bn:00906823n	Andrias_scheuchzeri
bn:03838522n	Chinese_giant_salamander
bn:00024185n	Cryptobranchus
bn:00038645n	Megalobatrachus
bn:00037965n	genus_Dicamptodon
bn:00039480n	Rhyacotriton
bn:01490516n	Korean_crevice_salamander
bn:00026571n	Desmograthus
bn:00038252n	Hydromantes
bn:00039243n	Plethodon
bn:00052348n	lungless_salamander
bn:00075287n	superorder
bn:00000597n	spiny-finned_fish
bn:00010082n	Berycomorphi
bn:00027492n	Discocephali
bn:00043939n	Heterosomata
bn:00059330n	Pediculati
bn:00059334n	Perciformes
bn:00055357n	mite
bn:00000617n	acarine
bn:00000620n	acarus
bn:00005565n	Argasidae
bn:00033023n	Ixodidae
bn:00033393n	Sarcoptidae
bn:00001117n	actinomycete
bn:00033155n	Mycobacteriaceae
bn:00033460n	Streptomycetaceae
bn:00001121n	actinomyxidian
bn:00047349n	invertebrate
bn:00015831n	carapace
bn:00069705n	sclerite
bn:00076998n	thorax
bn:00012233n	woodborer
bn:00012614n	brachiopod
bn:00013533n	bryozoan
bn:00020857n	ctenophore
bn:00029613n	echinoderm
bn:00446266n	Tachypleus_tridentatus
bn:02223979n	Tachypleus_gigas
bn:00005314n	Araneae
bn:00018083n	Chelonethida
bn:00059167n	Phalangida
bn:00059331n	Pedipalpi
bn:00031952n	Eurypterida
bn:00059429n	Xiphosura
bn:00037303n	garden_centipede
bn:00065386n	sea_spider
bn:00019507n	Gnetopsida
bn:00043745n	liverwort
bn:00640071n	Charophyta
bn:00006292n	Ascomycota
bn:00629458n	Streptophyta
bn:00026565n	Desmidiaceae
bn:00059428n	Volvocales
bn:00059431n	Zygnematales
bn:00002671n	alga
bn:00026564n	desmid
bn:00050247n	sea_lettuce
bn:00063512n	pond_scum
bn:00073449n	spirogyra
bn:00074425n	stonewort
bn:00013399n	brown_algae
bn:00018586n	chlorella
bn:00021730n	confervoid_algae
bn:00024200n	cryptomonad
bn:00026901n	diatom
bn:00031825n	euglenoid
bn:00007858n	bacteria_order
bn:01632318n	Hydrurales
bn:00033529n	Tribonemaceae
bn:00021729n	conferva
bn:00011488n	cyanobacteria
bn:00033181n	Nostocaceae
bn:00033208n	Oscillatoriaceae
bn:27268662n	Cynodont
bn:02572554n	Trirachodontidae
bn:00064892n	therapsid
bn:00018919n	Chronoperates_paradoxus
bn:00938569n	Brithopus
bn:00938595n	Rubidgea
bn:00067222n	reptile_genus
bn:00000595n	Acanthophis
bn:00002036n	Agkistrodon
bn:00003279n	Amblyrhynchus
bn:00003649n	Amphisbaena
bn:00004186n	Anguis
bn:00004396n	Anolis
bn:00027158n	dimetrodon
bn:00029725n	edaphosaurus
bn:00045788n	ictodosaur
bn:00061310n	pelycosaur
bn:15963362n	Dicynodont
bn:01113637n	Australobarbarus
bn:00042694n	halophile
bn:00054617n	methanogen
bn:00076862n	thermoacidophile
bn:23131003n	Odinarchaeota
bn:00000921n	acidophil
bn:00007871n	bacteroid
bn:00014951n	Calymmatobacterium
bn:00027274n	diplococcus
bn:00031764n	eubacteria
bn:00036228n	Francisella
bn:00055637n	moneran
bn:00001647n	eon
bn:00046519n	individualization
bn:00155000n	Vergangenheitsbewältigung
bn:06449438n	intentional_human_action
bn:14186547n	time_interval
bn:00031261n	era
bn:00040575n	ice_age
bn:00055031n	millennium
bn:00066961n	reign
bn:00244024n	Switzerland_as_a_federal_state
bn:00011095n	incrimination
bn:00013723n	construction
bn:00014334n	buying
bn:00021959n	consent
bn:00027529n	discovery
bn:00027688n	eviction
bn:17905059n	Kriegsenkel
bn:00000363n	abomination
bn:00000367n	native
bn:00000483n	abstainer
bn:00000870n	achiever
bn:00051396n	linguistics
bn:00226001n	Terma_(religion)
bn:00022459n	coordinate_system
bn:00028013n	doctrine
bn:00056857n	narrative
bn:00059168n	opinion
bn:00059478n	organicism
bn:01094755n	9X_Generation
bn:03713666n	DVB-S2
bn:05340713n	generation_C64
bn:21575535n	Childhood_in_war
bn:24839003n	Pokémon_Journeys:_The_Series
bn:00012640n	bract
bn:00014350n	by-product
bn:00035566n	fodder
bn:00035401n	lemma
bn:01827042n	Rice_hulls
bn:00012641n	bracteole
bn:00014948n	epicalyx
bn:00047381n	involucre
bn:00073158n	spathe
bn:13322616n	natural_resource
bn:00053867n	matter
bn:00023087n	cottonseed
bn:00026374n	sediment
bn:00056987n	natural_fiber
bn:00068046n	rock
bn:00800710n	Extraterrestrial_materials
bn:10553875n	secretion_or_excretion
bn:00040170n	geology
bn:01308735n	Arabian-Nubian_Shield
bn:16382727n	Intermediate_good
bn:00002747n	pasta
bn:00008008n	baked_goods
bn:00012932n	breakfast_food
bn:00014249n	butter
bn:00018038n	cheese
bn:00018639n	chocolate
bn:00054065n	mechanism
bn:17983630n	machine
bn:20404714n	invention
bn:00004003n	android
bn:00048540n	jukebox
bn:00124751n	Nanorobotics
bn:00166549n	Robotic_arm
bn:00174191n	Legged_robot
bn:00001133n	action
bn:00001192n	actuator
bn:00007535n	axis
bn:00016242n	carriage
bn:00016339n	cartridge_ejector
bn:00016340n	cartridge_extractor
bn:00001188n	actuality
bn:00002761n	animation
bn:00020408n	coexistence
bn:00031688n	eternity
bn:00051045n	life
bn:00051047n	life
bn:00074009n	state
bn:00001128n	action
bn:00001964n	representation
bn:00004376n	revocation
bn:00004467n	hostility
bn:00019678n	cleavage
bn:00021644n	condition
bn:00076928n	thing
bn:00028988n	dualism
bn:00015205n	candidate
bn:00060799n	player
bn:03085128n	Agent_(economics)
bn:04652515n	host
bn:08263063n	subject_of_a_right
bn:00011766n	body_of_water
bn:00013726n	unit
bn:00031631n	necessity
bn:00046597n	inessential
bn:00067305n	reservoir
bn:00009963n	bent
bn:00014792n	Call
bn:00026248n	denominationalism
bn:00026722n	devices
bn:00027354n	direction
bn:00027433n	disfavor
bn:00000648n	credence
bn:00024371n	culture
bn:00025901n	defensive
bn:00027703n	disrespect
bn:00031654n	respect
bn:00042958n	hardball
bn:14568606n	Category_of_being
bn:00001108n	actinism
bn:00001936n	age
bn:00003808n	analyticity
bn:00004290n	anisotropy
bn:00005845n	olfactory_property
bn:00011736n	bodily_property
bn:00006505n	assets
bn:03251267n	supply_(economics)
bn:00007799n	support
bn:00012877n	support
bn:00049583n	labor_resources
bn:00056998n	natural_resource
bn:00080730n	ways_and_means
bn:03328799n	energy_source
bn:00000763n	accounts_receivable
bn:00003601n	sum
bn:00015496n	capital
bn:00015497n	capital
bn:00016459n	funds
bn:00023668n	credit
bn:00054580n	metaphysics
bn:00067280n	research
bn:00835472n	Core_ontology
bn:03276851n	Open_Biomedical_Ontologies
bn:18144675n	Evolutionary_Ontology
bn:01906654n	Unified_Medical_Language_System
bn:00032655n	fact
bn:00046034n	immortality
bn:00022989n	cosmology
bn:03112653n	extension_(metaphysics)
bn:14065457n	Feminist_metaphysics
bn:02808322n	Sufi_metaphysics
bn:00015411n	capability
bn:00046765n	instinct
